happiness,户口类型,出生年份,家庭年收入,家庭常驻人口,家庭经济状况,是否参加基本医疗保险,是否参加基本养老保险,是否参加商业医疗保险,是否参加商业养老保险,养老应该由谁负责
非常幸福,城市,1986,100000,6,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1959,40000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,城市,1936,60000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
非常幸福,城市,1945,110000,2,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,农村,1948,不知道,2,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1943,80000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
说不上幸福不幸福,城市,1976,50000,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1964,250000,5,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1968,130000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1973,不知道,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较不幸福,城市,1961,51200,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1991,80000,3,平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1988,100000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1970,不知道,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1931,53000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1992,100000,3,平均水平,没有参加,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1990,200000,1,平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1968,0,3,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1974,100000,4,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1947,50000,2,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,城市,1926,50000,1,高于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
非常幸福,城市,1927,50000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1975,150000,6,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1952,90000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1989,120000,1,远低于平均水平,参加了,没有参加,参加了,没有参加,主要由子女负责
比较幸福,城市,1955,100000,4,平均水平,没有参加,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1967,拒绝回答,3,低于平均水平,参加了,参加了,没有参加,参加了,政府/子女/老人责任均摊
比较幸福,城市,1931,拒绝回答,4,平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较幸福,城市,1965,不知道,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1941,38000,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1968,160000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,农村,1994,200000,4,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1985,拒绝回答,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1959,100000,1,远高于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,城市,1958,拒绝回答,2,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1983,300000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1966,90000,5,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1943,不知道,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1994,30000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1979,60000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1952,90000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
说不上幸福不幸福,城市,1968,100000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1940,36000,2,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1954,70000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1969,200000,3,平均水平,参加了,参加了,参加了,参加了,主要由政府负责
比较幸福,农村,1970,120000,6,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1953,不知道,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1972,70000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1989,300000,2,平均水平,参加了,没有参加,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1956,250000,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,农村,1955,24000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1943,9080000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1993,150000,5,低于平均水平,参加了,无法回答,没有参加,没有参加,主要由子女负责
非常幸福,农村,1937,250000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
非常幸福,城市,1947,66000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1971,35000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1940,48000,2,平均水平,没有参加,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1958,40000,1,高于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1968,拒绝回答,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,农村,1943,22200,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1997,3000000,3,高于平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1933,200000,3,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1947,200000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1978,85000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1991,100000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1958,不知道,3,平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
比较幸福,农村,1947,30000,2,平均水平,参加了,没有参加,没有参加,没有参加,无法回答
比较幸福,城市,1980,72000,3,平均水平,参加了,参加了,参加了,参加了,主要由老人自己负责
比较幸福,城市,1947,200000,5,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1987,30000,1,平均水平,没有参加,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1955,100000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
说不上幸福不幸福,城市,1978,35000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1970,70000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1978,100000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1933,100000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1980,130000,3,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1986,150000,2,高于平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1968,不知道,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1957,100000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1987,拒绝回答,2,低于平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
比较幸福,城市,1940,25000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1990,拒绝回答,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1973,200000,3,高于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1992,拒绝回答,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1935,40000,3,远低于平均水平,没有参加,没有参加,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1983,不知道,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1981,150000,2,平均水平,参加了,参加了,参加了,参加了,主要由子女负责
非常幸福,城市,1942,800000,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1934,24000,2,低于平均水平,参加了,参加了,参加了,无法回答,主要由子女负责
比较幸福,城市,1991,拒绝回答,4,平均水平,参加了,参加了,参加了,参加了,主要由子女负责
比较幸福,城市,1936,90000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1951,96000,2,平均水平,参加了,参加了,参加了,参加了,主要由老人自己负责
比较幸福,农村,1935,9600,1,高于平均水平,没有参加,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1976,260000,5,高于平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1970,400000,4,高于平均水平,参加了,参加了,参加了,参加了,主要由子女负责
比较幸福,城市,1970,100000,4,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1930,40000,2,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
