类别,行政区,点评数,口味,环境,服务,人均消费
甜点,D,3703,8.3,7.9,8,45
甜点,D,3703,8.3,7.9,8,45
川菜,E,1,7.3,7.3,7.3,0
龙虾,E,0,0,0,0,0
甜点,E,21,7,6.8,6.9,0
甜点,E,21,7,6.8,6.9,0
甜点,E,21,7,6.8,6.9,0
啡厅,E,737,7.7,8.3,8.2,67
啡厅,E,737,7.7,8.3,8.2,67
啡厅,E,737,7.7,8.3,8.2,67
美食,D,30,7.4,7.4,7.5,126
啡厅,D,257,7.6,8.7,8.2,94
西餐,I,115,7.6,7.4,7.3,17
浙菜,B,15,7.1,7.1,7.3,55
甜点,I,140,7.8,7.6,7.7,13
烧烤,I,48,7,6.7,7.1,37
浙菜,B,94,7.1,7.3,6.7,78
粤菜,,0,0,0,0,0
甜点,,1,6.8,6.8,6.8,0
快餐,,11,6.9,6.8,6.9,15
甜点,,1,6.8,6.8,6.8,0
本菜,B,623,8.5,8.4,8.3,116
浙菜,E,2,6.9,6.9,6.9,0
快餐,E,15,7.2,6.7,6.9,21
浙菜,I,34,7.2,7.2,6.7,198
火锅,I,0,0,0,0,0
美食,I,17,6.7,7,6.8,73
快餐,I,0,0,0,0,0
南菜,I,0,0,0,0,0
火锅,I,0,0,0,0,0
快餐,D,250,7.5,6.7,6.8,17
快餐,I,228,7.2,7,6.8,17
海鲜,E,1850,6.8,6.4,6.4,92
粤菜,B,2,0,0,0,0
浙菜,,1668,7,7,6.6,83
啡厅,I,19,7.2,7,7,21
啡厅,I,19,7.2,7,7,21
火锅,H,163,8.1,8.1,8.2,88
烧烤,H,66,7.4,7.6,8,64
烧烤,H,66,7.4,7.6,8,64
烧烤,H,51,6.9,7.2,7.3,82
粤菜,E,3969,7.3,7.3,7.3,148
川菜,B,86,6.7,6.3,6.3,67
粤菜,B,5822,7.3,7.3,6.9,104
粤菜,B,5822,7.3,7.3,6.9,104
浙菜,D,160,6.8,7.3,7,307
助餐,D,1388,7.1,7.7,7.6,189
啡厅,D,164,7.2,7.6,7.5,173
啡厅,D,0,0,0,0,0
甜点,E,370,7.5,7.5,7.5,7
甜点,E,22,7.4,7.4,7.3,15
甜点,E,22,7.4,7.4,7.3,15
甜点,,24,7.2,7.3,7.3,22
甜点,,24,7.2,7.3,7.3,22
啡厅,D,79,7.6,7.4,7.2,23
啡厅,D,79,7.6,7.4,7.2,23
啡厅,B,105,8.4,8.4,8.7,30
快餐,B,22,8.1,7.9,7.7,55
西餐,B,1,7.4,7.4,7.4,0
快餐,,29,6.9,6.8,6.6,26
啡厅,B,323,8,8.3,8,146
啡厅,B,323,8,8.3,8,146
快餐,,11,7.5,7.3,7.5,0
湘菜,E,67,6.7,6.2,6.6,49
湘菜,E,0,0,0,0,0
川菜,H,91,8.5,8.7,8.6,75
粤菜,H,0,0,0,0,0
啡厅,B,592,7.6,7.6,7.5,66
啡厅,B,592,7.6,7.6,7.5,66
啡厅,B,592,7.6,7.6,7.5,66
啡厅,B,592,7.6,7.6,7.5,66
快餐,I,110,7.8,7.4,7.4,17
快餐,I,110,7.8,7.4,7.4,17
甜点,D,346,8.5,8.3,8.3,19
快餐,B,74,7.1,7,7,22
海鲜,B,21,6.8,6.9,7,117
常菜,B,12,6.2,6.7,6.5,38
川菜,I,409,7.3,7.5,7.2,66
快餐,I,34,7.3,6.9,7.1,14
本菜,I,358,7.5,7.5,7.5,73
甜点,I,58,7.7,7.8,7.5,13
甜点,I,847,7.1,6.9,6.6,27
甜点,I,122,7.3,7.2,7.1,16
本菜,I,358,7.5,7.5,7.5,73
美食,B,27,7.5,7.5,7.7,652
西餐,B,534,8.5,8.9,8.9,214
西餐,B,534,8.5,8.9,8.9,214
西餐,B,534,8.5,8.9,8.9,214
快餐,D,3,7.1,7.1,7.1,0
西餐,B,534,8.5,8.9,8.9,214
啡厅,D,2801,8.3,8.7,8.2,61
西餐,B,534,8.5,8.9,8.9,214
啡厅,D,2801,8.3,8.7,8.2,61
西餐,B,534,8.5,8.9,8.9,214
啡厅,D,2801,8.3,8.7,8.2,61
快餐,,2,7.7,7.4,7.4,0
啡厅,D,4,7.6,7.6,7.6,0
啡厅,D,0,0,0,0,0
川菜,M,36,7.5,7.8,7.6,65
甜点,B,105,7.1,7.1,7.2,17
西餐,B,21,0,0,0,0
湘菜,,0,0,0,0,0
美食,,20,7.3,7.1,7.3,48
甜点,I,344,8.1,7.9,8.1,22
啡厅,I,131,6.9,7.1,7,47
啡厅,I,131,6.9,7.1,7,47
啡厅,I,131,6.9,7.1,7,47
快餐,B,32,7.7,7.4,7.3,21
快餐,B,32,7.7,7.4,7.3,21
川菜,E,0,0,0,0,0
甜点,E,60,7.5,7.4,7.5,31
甜点,B,250,7.7,8,8.3,41
美食,,2,6.9,6.9,6.9,0
本菜,B,195,5.4,6.5,6,102
西餐,B,10,7,7.1,7.5,0
本菜,D,2415,7.7,8.9,7.6,253
美食,D,31,6.3,6.2,6.1,21
火锅,I,516,7.8,7.7,8,50
快餐,I,257,7.3,6.8,7.4,30
快餐,I,4,7.6,7.2,7.5,0
快餐,I,251,7.6,7.2,7.5,12
美食,I,1,6.9,6.9,6.9,0
烧烤,I,14,7.4,7.5,7.5,17
西餐,D,40,0,0,0,67
烧烤,D,0,0,0,0,0
快餐,I,210,7.9,7.4,7.5,14
甜点,D,1,7,7,7,0
甜点,D,1,7,7,7,0
湘菜,I,1,6.8,6.8,6.8,0
火锅,I,64,6.9,7.6,7.5,53
快餐,I,63,7.5,7.6,7.5,24
快餐,I,42,6.8,6.9,6.7,31
快餐,I,24,7.3,7.5,7.5,16
快餐,I,23,7.2,6.8,7,15
快餐,I,13,7,7,7,27
西餐,I,1430,8.4,8.4,7.8,79
啡厅,I,109,8.2,8.3,7.5,40
美食,I,160,0,0,0,33
美食,I,256,6.9,7.2,7.3,36
美食,I,66,7.4,7.6,7.5,23
啡厅,I,109,8.2,8.3,7.5,40
快餐,I,59,6.5,6.8,6.7,37
烧烤,I,270,6.2,6.2,6.1,60
甜点,I,0,0,0,0,0
烧烤,I,17,7.1,6.8,7.1,21
北菜,,47,6.6,6.5,6.6,40
蟹宴,B,8,7.3,7.3,7.3,120
蟹宴,B,8,7.3,7.3,7.3,120
北菜,,13,7.2,6.9,7.1,14
啡厅,B,76,8.7,8.4,8.9,27
啡厅,B,0,0,0,0,0
快餐,B,1318,7.8,7.9,7.6,24
本菜,B,672,8.6,8.5,8,299
本菜,B,672,8.6,8.5,8,299
甜点,H,102,7.7,7.9,7.7,36
甜点,H,46,6.8,7.5,7.3,17
甜点,H,102,7.7,7.9,7.7,36
快餐,D,15,7.1,7.2,7.1,0
西餐,B,2,7.1,6.6,7.1,0
啡厅,B,6,7.4,7.5,7.2,0
啡厅,B,6,7.4,7.5,7.2,0
西餐,B,129,8.5,8.4,8.7,65
甜点,B,0,0,0,0,0
美食,,0,0,0,0,37
快餐,D,42,7.1,6.8,7,13
川菜,,3,7.5,6.8,7.4,0
蟹宴,B,0,0,0,0,0
蟹宴,B,0,0,0,0,0
西餐,B,167,6.9,6.9,6.7,59
西餐,B,167,6.9,6.9,6.7,59
甜点,E,8,7.6,7.6,7.6,0
甜点,E,8,7.6,7.6,7.6,0
西餐,B,665,7.8,8.3,8.1,120
甜点,,44,6.9,7,7.2,18
甜点,,44,6.9,7,7.2,18
本菜,B,169,9.2,9.1,9.2,1088
西餐,B,424,8.3,8.9,9.1,92
西餐,B,424,8.3,8.9,9.1,92
甜点,B,373,8,8.1,8.3,74
甜点,B,373,8,8.1,8.3,74
西餐,B,424,8.3,8.9,9.1,92
火锅,,0,0,0,0,0
甜点,,27,7.7,7.4,7.7,29
浙菜,E,0,0,0,0,0
湾菜,I,2,7,7,7,0
啡厅,B,510,7.4,7.8,7.3,48
啡厅,B,510,7.4,7.8,7.3,48
快餐,B,136,6.8,6.2,6.4,3
西餐,B,45,7.8,7.7,7.7,50
西餐,D,298,8.1,8.4,8.4,208
西餐,D,298,8.1,8.4,8.4,208
快餐,I,0,0,0,0,15
甜点,D,0,0,0,0,0
美食,D,0,0,0,0,0
甜点,D,0,0,0,0,0
火锅,E,0,0,0,0,0
甜点,D,226,8,8.1,8.4,153
西餐,B,732,8.6,8.6,8.8,171
西餐,B,732,8.6,8.6,8.8,171
美食,B,302,7.9,8.1,8.3,80
西餐,B,732,8.6,8.6,8.8,171
西餐,B,732,8.6,8.6,8.8,171
甜点,E,5,7.2,7.1,7.1,0
甜点,E,5,7.2,7.1,7.1,0
火锅,D,1475,7.7,7.5,7.5,160
西餐,D,2026,8,8.7,8.4,128
西餐,D,2026,8,8.7,8.4,128
湘菜,B,5,6.9,6.9,6.9,21
西餐,B,0,0,0,0,0
川菜,,3,7.3,7.3,7.3,0
火锅,D,82,8.4,8.6,8.4,138
火锅,D,82,8.4,8.6,8.4,138
快餐,D,1185,7.8,7.9,8,32
本菜,D,4826,7.8,8.6,8.1,326
西餐,D,16,7.1,7.2,7.3,77
啡厅,D,99,9,9,9.1,31
快餐,D,1185,7.8,7.9,8,32
啡厅,D,99,9,9,9.1,31
西餐,D,16,7.1,7.2,7.3,77
蟹宴,E,0,0,0,0,0
蟹宴,E,0,0,0,0,0
快餐,,19,7.2,7.1,7.2,24
本菜,B,0,0,0,0,0
快餐,D,45,7,6.9,6.9,14
快餐,D,43,6.9,6.9,7.1,34
快餐,D,1,7.5,7.5,7.5,0
湘菜,,4,7.3,7.4,7.3,21
快餐,,981,8.1,8,7.8,25
美食,,6,7,7,7,0
快餐,,981,8.1,8,7.8,25
啡厅,D,84,8.2,8.6,8.6,69
川菜,I,1,6.9,6.9,6.9,0
甜点,I,53,7.4,7.2,7.3,19
甜点,I,53,7.4,7.2,7.3,19
蟹宴,I,0,0,0,0,0
蟹宴,I,0,0,0,0,0
甜点,D,201,7.9,7.5,7.9,16
浙菜,D,27,6.7,6.9,6.8,109
火锅,D,11914,8.8,8.6,8.6,132
美食,D,1376,8.4,8.1,8.2,101
快餐,D,2,7.3,7.2,7.2,0
美食,D,1376,8.4,8.1,8.2,101
美食,D,1376,8.4,8.1,8.2,101
西餐,B,386,8,8.1,8.1,186
西餐,B,386,8,8.1,8.1,186
北菜,D,2,6.9,7,6.9,0
北菜,D,2,6.9,7,6.9,0
美食,D,2,6.8,6.8,6.2,0
浙菜,B,169,8.5,8.3,7.9,182
烧烤,H,5,6.8,6.8,6.8,0
快餐,B,9,6.8,7,7,0
浙菜,,16,7.4,7.5,7.5,0
西餐,D,782,7.7,9,8.1,218
西餐,D,782,7.7,9,8.1,218
西餐,D,782,7.7,9,8.1,218
西餐,B,152,0,0,0,0
西餐,,0,0,0,0,0
西餐,,0,0,0,0,0
川菜,,276,8.1,8.3,8.4,72
川菜,,276,8.1,8.3,8.4,72
甜点,,6,7,7,7,18
甜点,,6,7,7,7,18
西餐,B,226,7.9,8.7,7.9,155
西餐,B,226,7.9,8.7,7.9,155
粤菜,D,159,6.5,6,6,55
粤菜,D,159,6.5,6,6,55
快餐,B,527,7.6,7,7.4,15
粤菜,B,0,0,0,0,0
快餐,B,49,7.4,7.3,7.2,23
快餐,B,2,7.4,7.4,7.4,0
西餐,B,0,0,0,0,0
美食,B,1,6.9,6.9,6.9,0
啡厅,B,3,7,7,7,33
龙虾,B,2,6.7,6.7,6.7,0
龙虾,B,2,6.7,6.7,6.7,0
海鲜,B,0,0,0,0,0
烧烤,B,4,7.2,7.2,7.2,48
烧烤,B,1,6.9,6.9,6.9,0
啡厅,B,3,7,7,7,33
甜点,D,55,7,7,7.1,30
甜点,D,55,7,7,7.1,30
火锅,,4803,9.2,9.2,9.3,132
甜点,,3,7.1,7.1,7.2,0
甜点,,3,7.1,7.1,7.2,0
火锅,I,6199,8.5,8.3,8,135
粤菜,D,508,7.5,7.3,7.2,65
快餐,D,21,6.8,6.5,6.7,13
粤菜,E,84,7.4,7.2,7.4,29
火锅,E,10,7.8,7.3,7.7,0
快餐,D,10,6.7,6.7,6.7,0
甜点,D,7,7.1,6.9,7,0
甜点,D,5,6.8,6.8,6.8,12
海鲜,D,21,6.5,6.5,6.4,75
甜点,D,5,6.8,6.8,6.8,12
快餐,E,150,7.6,7.1,7.5,17
甜点,E,20,7.3,7.4,7.4,12
甜点,E,20,7.3,7.4,7.4,12
美食,I,21,7.2,7,7,21
烧烤,I,0,0,0,0,0
疆菜,I,2,6.9,6.5,6.9,0
火锅,I,1376,8.5,8.3,8.4,131
美食,D,1,6.4,6.4,6.4,0
蟹宴,D,14,8,8.1,8.1,0
蟹宴,D,14,8,8.1,8.1,0
蟹宴,D,14,8,8.1,8.1,0
蟹宴,D,14,8,8.1,8.1,0
浙菜,B,6,7,7,7,0
甜点,D,23,7.2,7,7.3,18
甜点,D,1,6.7,6.7,6.7,0
啡厅,H,44,7.1,7.8,7.7,35
快餐,E,11,7.2,7.1,6.9,23
啡厅,D,2128,8,8.3,7.7,47
快餐,D,0,0,0,0,0
啡厅,D,2128,8,8.3,7.7,47
啡厅,D,2128,8,8.3,7.7,47
海鲜,D,38,7.7,7.2,7.4,23
美食,I,0,0,0,0,0
甜点,D,14,6.3,6.9,7.1,10
甜点,D,14,6.3,6.9,7.1,10
本菜,,369,7.5,7.1,7.5,46
湘菜,B,0,0,0,0,0
甜点,E,1,7.1,7.1,7.1,0
甜点,E,1,7.1,7.1,7.1,0
快餐,D,17,7.2,7.2,7.2,12
本菜,D,0,6.8,7.2,7.2,0
美食,D,0,0,0,0,0
快餐,D,17,7.2,7.2,7.2,12
粤菜,E,869,7.6,8.1,7.8,237
湘菜,D,3,7.3,7.2,7.2,0
浙菜,B,1,6.6,6.6,6.4,0
本菜,B,1,7.2,7.2,7.2,0
料理,B,1,7.1,7.1,6.8,0
料理,B,0,0,0,0,0
川菜,E,1,6.9,6.9,6.9,0
浙菜,B,4,7.4,7.2,7.3,0
快餐,B,13,7.3,6.9,7,28
火锅,I,479,8.3,8.9,8.9,97
火锅,I,479,8.3,8.9,8.9,97
快餐,I,73,7.5,7.8,7.6,37
快餐,I,7,7.2,7.2,7.3,0
快餐,I,171,7.6,7.2,7.6,18
甜点,I,11,7,6.9,7.3,15
美食,E,0,0,0,0,0
快餐,B,1,6.8,7.4,7.1,0
甜点,B,23,7.1,7.2,7.2,22
甜点,B,23,7.1,7.2,7.2,22
粤菜,B,355,7.5,8.2,7.8,194
火锅,B,135,7.5,7.6,7.6,162
快餐,E,41,7.1,6.8,6.8,16
浙菜,I,411,8,8.7,8.2,81
川菜,I,854,8.1,8.7,7.9,77
火锅,I,1680,8.7,8.9,8.9,129
火锅,I,232,7.1,7.2,7.2,80
快餐,I,153,7,7,6.8,22
亚菜,I,801,8.1,8.3,8,94
西餐,I,131,7.7,7.8,7.7,37
啡厅,I,62,8,7.9,7.7,40
甜点,I,97,7.7,7.9,7.8,42
甜点,I,19,6.9,6.9,6.9,0
啡厅,I,62,8,7.9,7.7,40
啡厅,I,60,7.6,7.8,7.5,33
甜点,I,97,7.7,7.9,7.8,42
啡厅,I,60,7.6,7.8,7.5,33
快餐,,423,8.3,8.4,8.2,38
快餐,,48,6.8,6.9,6.8,29
海鲜,,1,0,0,0,0
甜点,D,1644,8.5,8.4,8.8,31
甜点,D,1644,8.5,8.4,8.8,31
甜点,D,1644,8.5,8.4,8.8,31
川菜,E,17,7.1,7.1,7,34
粤菜,I,1179,7.5,7.6,7.6,72
粤菜,I,21,0,0,0,0
粤菜,I,21,0,0,0,0
快餐,E,10,6.8,6.6,6.9,0
快餐,I,96,7.6,7.6,7.6,35
啡厅,B,434,8.3,9,8.6,59
啡厅,B,434,8.3,9,8.6,59
西餐,D,24,6.8,7.1,7,0
浙菜,E,105,6.6,5.9,6.2,17
快餐,D,494,6.9,6.4,6.3,25
海鲜,B,46,8.4,7.8,8.3,30
火锅,E,825,7.6,7.9,7.4,96
火锅,E,825,7.6,7.9,7.4,96
快餐,D,34,6.9,7.1,7.2,28
本菜,D,0,0,0,0,0
本菜,D,723,8,8.1,8.1,109
啡厅,B,48,8.4,8.4,8.3,49
本菜,B,0,0,0,0,0
甜点,E,20,7,7,7.4,16
蟹宴,B,1,6.9,6.9,6.9,0
蟹宴,B,1,6.9,6.9,6.9,0
烧烤,B,0,0,0,0,0
浙菜,E,0,0,0,0,0
浙菜,I,2,6.9,6.9,6.9,0
啡厅,,0,0,0,0,0
料理,B,0,0,0,0,0
料理,B,0,0,0,0,0
粤菜,,2,7.1,7.1,7.1,0
粤菜,,2,7.1,7.1,7.1,0
粤菜,D,359,7.3,8.1,7.6,67
料理,D,1223,9.2,8.2,9.1,56
料理,D,1223,9.2,8.2,9.1,56
美食,I,0,0,0,0,0
西餐,B,266,7.9,8.1,8.2,180
西餐,B,266,7.9,8.1,8.2,180
烧烤,D,1,7.2,6.8,7.2,0
烧烤,,328,8.3,8.7,8.2,96
西餐,D,345,7.4,8,7.7,706
烧烤,D,349,8.1,9.1,7.9,99
啡厅,D,2231,7.8,8.8,7.8,84
啡厅,D,2231,7.8,8.8,7.8,84
啡厅,D,2231,7.8,8.8,7.8,84
啡厅,D,2231,7.8,8.8,7.8,84
湘菜,B,37,7.4,7.1,7.3,33
甜点,E,5,7.1,7.1,7.1,0
甜点,E,5,7.1,7.1,7.1,0
甜点,B,1,7.2,7.2,7.2,0
粤菜,B,1,6.9,6.9,6.9,0
料理,B,14,7.1,7.1,7.2,44
本菜,B,3973,8.2,7.8,9,87
本菜,B,3973,8.2,7.8,9,87
本菜,B,3973,8.2,7.8,9,87
甜点,D,0,0,0,0,0
甜点,D,0,0,0,0,0
快餐,,347,7.6,7.5,7.5,25
烧烤,B,524,7.3,6,6.4,44
甜点,I,294,7.7,7.7,7.5,14
快餐,D,373,7.4,7.3,7.3,20
快餐,D,243,6.8,6.9,6.7,17
火锅,I,59,7.2,7.3,7.3,97
西餐,I,44,8,8,7.8,43
火锅,I,59,7.2,7.3,7.3,97
甜点,,0,0,0,0,0
美食,B,0,0,0,0,0
甜点,E,17,6.9,6.6,6.6,0
甜点,E,17,6.9,6.6,6.6,0
快餐,,7,6.8,7,7,0
甜点,D,27,6.8,7,7.1,120
甜点,D,27,6.8,7,7.1,120
快餐,D,142,6.7,6.7,6.3,21
川菜,I,3349,8,8.1,7.7,77
本菜,I,0,0,0,0,0
本菜,I,0,0,0,0,0
甜点,I,522,8.3,8.1,7.9,32
啡厅,,90,8.2,8.2,8,35
啡厅,,90,8.2,8.2,8,35
浙菜,D,200,7.6,7.6,7.4,631
粤菜,D,59,8.2,8.2,7.8,138
快餐,E,3,7,6.3,6.5,26
湘菜,D,6,7,7,7.1,0
本菜,D,6796,8.6,8.7,8.8,163
快餐,D,20,6.9,7,6.9,0
快餐,D,38,5.8,6,6.1,34
本菜,D,6796,8.6,8.7,8.8,163
西餐,D,472,8.1,8.4,8.3,104
甜点,D,296,7.9,8.6,8.7,24
甜点,D,29,7.9,7.8,7.8,28
甜点,D,0,0,0,0,0
啡厅,D,0,0,0,0,0
快餐,D,0,0,0,0,0
甜点,D,0,0,0,0,0
甜点,D,296,7.9,8.6,8.7,24
浙菜,I,0,0,0,0,0
甜点,,1,6.9,6.9,6.9,0
甜点,,1,6.9,6.9,6.9,0
粤菜,B,4,7.1,7.1,7.1,15
西餐,D,170,8.1,8.3,8,53
西餐,D,170,8.1,8.3,8,53
西餐,B,77,7.6,8.7,8.4,343
西餐,B,77,7.6,8.7,8.4,343
本菜,D,206,7.9,7.5,8.2,81
本菜,D,2,7.5,7.5,7.5,0
湾菜,D,24,7,6.8,6.8,18
川菜,,1,7.3,7.3,7.3,0
川菜,,1,7.3,7.3,7.3,0
啡厅,B,15,7.4,7.2,7.3,0
火锅,I,7,7.2,7,7.4,0
西餐,D,63,9,9,8.4,215
北菜,B,0,0,0,0,0
西餐,B,1030,8.5,9,9,149
美食,B,0,0,0,0,0
西餐,B,1030,8.5,9,9,149
西餐,B,1030,8.5,9,9,149
湘菜,E,0,0,0,0,0
西餐,D,76,7.4,7.3,7.3,29
西餐,D,76,7.4,7.3,7.3,29
亚菜,B,485,8.9,8.2,8.4,109
西餐,B,315,8.4,8.4,8.3,288
西餐,B,315,8.4,8.4,8.3,288
浙菜,B,1112,7.8,6.6,6.9,136
美食,B,0,0,0,0,0
快餐,I,19,6.6,6.5,6.8,0
快餐,,5,7.3,7.4,7.4,0
快餐,,56,7.4,7.4,7.5,22
甜点,,137,8,8,8.1,19
海鲜,,723,8.7,7.4,7.9,109
快餐,B,161,7.1,7.4,7.2,22
啡厅,B,22,0,0,0,0
啡厅,B,22,0,0,0,0
甜点,D,189,8.2,8.1,8.2,22
啡厅,D,132,7.4,7.7,7.3,65
啡厅,D,132,7.4,7.7,7.3,65
浙菜,I,173,7.8,8.1,8.1,63
西餐,I,1,6.9,6.9,6.9,0
美食,I,5,7.3,7.2,7.3,80
常菜,B,0,0,0,0,0
蟹宴,C,1,6.9,6.9,6.9,0
美食,B,0,0,0,0,0
蟹宴,C,1,6.9,6.9,6.9,0
蟹宴,D,0,0,0,0,0
西餐,D,12,7.5,7.7,7.6,0
啡厅,B,0,0,0,0,0
蟹宴,D,0,0,0,0,0
北菜,C,4,7.3,7,7,0
素菜,A,1,6.9,6.9,6.9,0
西餐,B,0,0,0,0,0
快餐,D,2,7.4,7.1,7.4,0
快餐,E,46,6.7,6.6,6.8,11
美食,E,6,7.3,7.3,7.2,0
龙虾,E,0,0,0,0,0
啡厅,D,1,6.9,6.9,6.9,0
啡厅,D,1,6.9,6.9,6.9,0
啡厅,D,43,7.9,8,8.3,24
粤菜,I,0,0,0,0,0
湘菜,B,59,7.7,7.4,7.6,52
快餐,B,32,6.9,7.1,7,23
甜点,D,149,7.2,7.2,7.3,10
甜点,D,149,7.2,7.2,7.3,10
浙菜,E,1,6.9,6.9,6.9,0
啡厅,H,14,7.2,7.2,7.1,27
啡厅,H,14,7.2,7.2,7.1,27
快餐,,1,6.9,6.9,6.9,17
快餐,D,3,7.2,7.2,7.2,0
西餐,D,1094,7.3,6.7,6.7,44
快餐,B,0,0,0,0,0
快餐,B,1,7.2,7.2,7.2,0
川菜,B,11,7.8,8,7.8,0
湘菜,B,5,6.9,6.9,6.9,19
亚菜,D,2574,7.5,7,6.9,76
西餐,D,0,0,0,0,0
啡厅,B,146,8.5,8.4,8.5,41
啡厅,B,146,8.5,8.4,8.5,41
蟹宴,,1,6.9,6.9,6.9,0
川菜,,1334,7.6,7.8,7.6,69
川菜,,177,7.4,7.2,7.3,49
粤菜,,20,7.4,7.2,7.4,35
粤菜,,8,7,7.1,7.2,0
粤菜,,215,7.5,7.5,7.5,70
快餐,,788,7.2,7.6,7.2,39
快餐,,288,7.9,8.1,7.8,24
快餐,,778,7.4,7.6,7.3,45
快餐,,41,7.5,7.2,6.9,18
快餐,,155,7.6,7.4,7.3,18
快餐,,751,7,7.1,6.8,40
快餐,,131,7.4,7.3,7.3,20
快餐,,80,7.1,7,7.3,25
快餐,,2,7.2,7,6.8,0
本菜,,1346,8.4,8.1,8.5,164
本菜,,1346,8.4,8.1,8.5,164
本菜,,7,7.2,7.2,7.5,0
本菜,,83,6.4,6.9,6.7,32
亚菜,,2762,8.3,8.3,8.3,90
亚菜,,7,6.6,6.8,6.7,0
亚菜,,18,6.8,6.8,6.9,44
西餐,,398,7.6,7.5,7.5,39
西餐,,15,7,7,7.2,0
西餐,,3,6.9,7.1,7.1,0
甜点,,952,8.5,8.3,8.6,35
甜点,,305,8.1,8,8.2,46
甜点,,596,8.4,8.2,8.3,16
甜点,,266,7.8,7.7,7.6,15
啡厅,,266,7.9,8,7.4,41
甜点,,93,7.5,7.7,8.1,17
甜点,,205,7.5,7.6,7.5,17
甜点,,14,7.1,7.3,7.2,0
甜点,,43,7.3,7.4,7.4,13
甜点,,147,7.3,7.3,7.4,33
甜点,,48,7.3,7.3,7.2,13
甜点,,18,7.5,7.3,7.3,15
甜点,,35,7.3,7.1,7.1,21
甜点,,0,0,0,0,0
啡厅,,45,8.6,8.1,8.5,24
啡厅,,266,7.9,8,7.4,41
啡厅,,75,7.2,7.5,7.1,22
蟹宴,,1,6.9,6.9,6.9,0
快餐,,788,7.2,7.6,7.2,39
快餐,,778,7.4,7.6,7.3,45
本菜,,1346,8.4,8.1,8.5,164
北菜,,895,7.7,7.9,7.7,85
甜点,,952,8.5,8.3,8.6,35
甜点,,305,8.1,8,8.2,46
粤菜,,20,7.4,7.2,7.4,35
甜点,,18,7.5,7.3,7.3,15
甜点,,35,7.3,7.1,7.1,21
甜点,,0,0,0,0,0
粤菜,,215,7.5,7.5,7.5,70
啡厅,,75,7.2,7.5,7.1,22
西餐,B,2,7.3,7.3,7.3,0
啡厅,B,332,8.6,8.3,8.8,30
啡厅,B,332,8.6,8.3,8.8,30
西餐,B,2,7.3,7.3,7.3,0
美食,B,4,7.5,7.3,7.3,0
烧烤,B,24,7.7,7.9,7.9,63
川菜,E,3,6.9,6.9,6.9,0
湘菜,B,1,6.8,6.8,6.8,0
美食,B,0,0,0,0,0
甜点,E,2,7.5,7.5,7.5,0
甜点,E,16,7.1,7,7.1,20
快餐,D,1073,7.1,7.2,7.1,26
粤菜,E,2141,7.4,7.1,7.3,79
粤菜,E,2141,7.4,7.1,7.3,79
浙菜,E,238,8.2,8.1,7.5,93
烧烤,B,0,0,0,0,0
甜点,D,0,0,0,0,0
烧烤,H,0,0,0,0,0
快餐,D,288,7.5,7.6,7.4,58
甜点,D,0,0,0,0,0
快餐,D,288,7.5,7.6,7.4,58
甜点,D,0,0,0,0,0
啡厅,B,704,7.2,7.6,6.9,88
啡厅,B,704,7.2,7.6,6.9,88
啡厅,B,704,7.2,7.6,6.9,88
啡厅,B,704,7.2,7.6,6.9,88
啡厅,D,188,8.1,8.4,8.6,37
粤菜,,83,8,7.8,7.8,74
本菜,,1105,8.5,8.4,8.4,64
粤菜,,83,8,7.8,7.8,74
川菜,B,1,0,0,0,0
西餐,D,3843,8.7,9,9.1,484
西餐,D,3843,8.7,9,9.1,484
西餐,D,3843,8.7,9,9.1,484
啡厅,,15,7.2,7.2,7.2,35
啡厅,,15,7.2,7.2,7.2,35
啡厅,D,105,7.1,8.4,7.5,43
啡厅,D,0,0,0,0,0
啡厅,D,105,7.1,8.4,7.5,43
快餐,D,73,7.7,7.7,7.8,29
甜点,D,381,7.3,7.5,7.6,14
快餐,D,30,7.3,7.4,7.3,17
啡厅,D,65,7.8,7.8,8,40
啡厅,D,65,7.8,7.8,8,40
啡厅,D,65,7.8,7.8,8,40
快餐,B,48,7.1,7,6.9,23
美食,B,1,7,7,7,0
快餐,I,17,6.5,7,7.1,0
美食,I,1,6.9,6.9,6.9,0
素菜,E,291,7.6,7.5,7.6,37
烧烤,I,2,7,6.9,6.9,0
快餐,D,73,6.4,6.3,6.5,4
烧烤,B,53,7.1,7,7.1,60
快餐,I,2,7.6,7.6,7.6,0
火锅,B,1388,7.7,7.1,7.5,98
甜点,,1,7.3,7.3,7.3,0
甜点,,1,7.3,7.3,7.3,0
美食,,2,0,0,0,0
本菜,D,293,8.6,8.5,8.7,169
快餐,I,16,7.3,6.8,7.4,27
浙菜,B,37,7.1,6.9,7,62
快餐,B,143,7.6,7.2,7.4,30
快餐,B,143,7.6,7.2,7.4,30
疆菜,I,14,7,7,7,15
蟹宴,D,3,6.9,6.9,6.9,0
蟹宴,D,3,6.9,6.9,6.9,0
浙菜,,664,7.7,7.8,7.4,175
粤菜,,267,7.4,7.4,6.8,91
本菜,,649,8.3,8.6,8.3,78
西餐,,291,7.8,8.2,7.2,30
粤菜,I,1,7.3,7.3,7.3,0
美食,B,0,0,0,0,0
粤菜,D,241,7.4,7.2,7,132
快餐,B,184,7.1,6.9,6.9,20
甜点,,1030,8.3,8.9,8.5,95
甜点,,1030,8.3,8.9,8.5,95
